"participant","correct_width","response_width_degree","width_deviation","exp_version"
18,0.1,0.15,0.05,"Exp1A"
18,0.4,0.4,0,"Exp1A"
18,0.1,0.15,0.05,"Exp1A"
18,0.4,0.4,0,"Exp1A"
18,0.25,0.2,-0.05,"Exp1A"
19,0.1,0.2,0.1,"Exp1A"
19,0.4,0.3,-0.1,"Exp1A"
19,0.25,0.3,0.05,"Exp1A"
19,0.25,0.2,-0.05,"Exp1A"
19,0.1,0.1,0,"Exp1A"
19,0.4,0.4,0,"Exp1A"
19,0.1,0.05,-0.05,"Exp1A"
19,0.4,0.4,0,"Exp1A"
19,0.25,0.4,0.15,"Exp1A"
19,0.25,0.35,0.1,"Exp1A"
19,0.1,0.1,0,"Exp1A"
19,0.4,0.45,0.05,"Exp1A"
19,0.4,0.5,0.1,"Exp1A"
19,0.1,0.1,0,"Exp1A"
19,0.25,0.15,-0.1,"Exp1A"
19,0.4,0.45,0.05,"Exp1A"
19,0.25,0.25,0,"Exp1A"
19,0.1,0.15,0.05,"Exp1A"
2,0.25,0.25,0,"Exp1A"
2,0.4,0.35,-0.05,"Exp1A"
2,0.1,0.25,0.15,"Exp1A"
2,0.25,0.15,-0.1,"Exp1A"
2,0.4,0.3,-0.1,"Exp1A"
2,0.1,0.15,0.05,"Exp1A"
2,0.1,0.15,0.05,"Exp1A"
2,0.25,0.2,-0.05,"Exp1A"
2,0.4,0.4,0,"Exp1A"
2,0.1,0.1,0,"Exp1A"
2,0.25,0.35,0.1,"Exp1A"
2,0.4,0.45,0.05,"Exp1A"
2,0.4,0.4,0,"Exp1A"
2,0.1,0.1,0,"Exp1A"
2,0.25,0.3,0.05,"Exp1A"
2,0.25,0.25,0,"Exp1A"
2,0.4,0.45,0.05,"Exp1A"
2,0.1,0.05,-0.05,"Exp1A"
20,0.25,0.3,0.05,"Exp1A"
20,0.1,0.1,0,"Exp1A"
20,0.4,0.35,-0.05,"Exp1A"
20,0.1,0.1,0,"Exp1A"
20,0.4,0.4,0,"Exp1A"
20,0.25,0.2,-0.05,"Exp1A"
20,0.25,0.25,0,"Exp1A"
20,0.4,0.4,0,"Exp1A"
20,0.1,0.0500000000000001,-0.05,"Exp1A"
20,0.4,0.4,0,"Exp1A"
20,0.1,0.1,0,"Exp1A"
20,0.25,0.2,-0.05,"Exp1A"
20,0.1,0.0500000000000001,-0.05,"Exp1A"
20,0.25,0.2,-0.05,"Exp1A"
20,0.4,0.35,-0.05,"Exp1A"
20,0.1,0.05,-0.05,"Exp1A"
20,0.4,0.35,-0.05,"Exp1A"
20,0.25,0.15,-0.1,"Exp1A"
3,0.25,0.2,-0.05,"Exp1A"
3,0.1,0.1,0,"Exp1A"
3,0.4,0.25,-0.15,"Exp1A"
3,0.25,0.25,0,"Exp1A"
3,0.4,0.25,-0.15,"Exp1A"
3,0.1,0.1,0,"Exp1A"
3,0.4,0.35,-0.05,"Exp1A"
3,0.25,0.25,0,"Exp1A"
3,0.1,0.1,0,"Exp1A"
3,0.25,0.2,-0.05,"Exp1A"
3,0.4,0.45,0.05,"Exp1A"
3,0.1,0.1,0,"Exp1A"
3,0.25,0.3,0.05,"Exp1A"
3,0.1,0.1,0,"Exp1A"
3,0.4,0.3,-0.1,"Exp1A"
3,0.1,0.05,-0.05,"Exp1A"
3,0.4,0.3,-0.1,"Exp1A"
3,0.25,0.2,-0.05,"Exp1A"
4,0.1,0.1,0,"Exp1A"
4,0.4,0.15,-0.25,"Exp1A"
4,0.25,0.15,-0.1,"Exp1A"
4,0.25,0.1,-0.15,"Exp1A"
4,0.1,0.05,-0.05,"Exp1A"
4,0.4,0.15,-0.25,"Exp1A"
4,0.25,0.3,0.05,"Exp1A"
4,0.1,0.15,0.05,"Exp1A"
4,0.4,0.35,-0.05,"Exp1A"
4,0.25,0.15,-0.1,"Exp1A"
4,0.4,0.35,-0.05,"Exp1A"
4,0.1,0.05,-0.05,"Exp1A"
4,0.4,0.25,-0.15,"Exp1A"
4,0.25,0.35,0.1,"Exp1A"
4,0.1,0.05,-0.05,"Exp1A"
4,0.1,0.1,0,"Exp1A"
4,0.25,0.05,-0.2,"Exp1A"
4,0.4,0.2,-0.2,"Exp1A"
5,0.1,0.1,0,"Exp1A"
5,0.25,0.2,-0.05,"Exp1A"
5,0.4,0.25,-0.15,"Exp1A"
5,0.1,0.0500000000000001,-0.05,"Exp1A"
5,0.25,0.2,-0.05,"Exp1A"
5,0.4,0.45,0.05,"Exp1A"
5,0.4,0.35,-0.05,"Exp1A"
5,0.25,0.25,0,"Exp1A"
5,0.1,0.0500000000000001,-0.05,"Exp1A"
5,0.4,0.45,0.05,"Exp1A"
5,0.25,0.3,0.05,"Exp1A"
5,0.1,0.05,-0.05,"Exp1A"
5,0.25,0.25,0,"Exp1A"
5,0.1,0.1,0,"Exp1A"
5,0.4,0.25,-0.15,"Exp1A"
5,0.1,0.0500000000000001,-0.05,"Exp1A"
5,0.25,0.35,0.1,"Exp1A"
5,0.4,0.4,0,"Exp1A"
6,0.1,0.05,-0.05,"Exp1A"
6,0.4,0.15,-0.25,"Exp1A"
6,0.25,0.3,0.05,"Exp1A"
6,0.4,0.3,-0.1,"Exp1A"
6,0.1,0.15,0.05,"Exp1A"
6,0.25,0.35,0.1,"Exp1A"
6,0.25,0.15,-0.1,"Exp1A"
6,0.1,0.15,0.05,"Exp1A"
6,0.4,0.15,-0.25,"Exp1A"
6,0.1,0.1,0,"Exp1A"
6,0.25,0.15,-0.1,"Exp1A"
6,0.4,0.2,-0.2,"Exp1A"
6,0.25,0.2,-0.05,"Exp1A"
6,0.1,0.15,0.05,"Exp1A"
6,0.4,0.15,-0.25,"Exp1A"
6,0.4,0.25,-0.15,"Exp1A"
6,0.1,0.2,0.1,"Exp1A"
6,0.25,0.25,0,"Exp1A"
7,0.4,0.35,-0.05,"Exp1A"
7,0.1,0.15,0.05,"Exp1A"
7,0.25,0.3,0.05,"Exp1A"
7,0.1,0.05,-0.05,"Exp1A"
7,0.25,0.25,0,"Exp1A"
7,0.4,0.4,0,"Exp1A"
7,0.4,0.3,-0.1,"Exp1A"
7,0.1,0.2,0.1,"Exp1A"
7,0.25,0.3,0.05,"Exp1A"
7,0.25,0.25,0,"Exp1A"
7,0.1,0.15,0.05,"Exp1A"
7,0.4,0.25,-0.15,"Exp1A"
7,0.25,0.25,0,"Exp1A"
7,0.4,0.25,-0.15,"Exp1A"
7,0.1,0.15,0.05,"Exp1A"
7,0.1,0.1,0,"Exp1A"
7,0.25,0.25,0,"Exp1A"
7,0.4,0.2,-0.2,"Exp1A"
8,0.25,0.2,-0.05,"Exp1A"
8,0.4,0.2,-0.2,"Exp1A"
8,0.1,0.15,0.05,"Exp1A"
8,0.4,0.3,-0.1,"Exp1A"
8,0.1,0.15,0.05,"Exp1A"
8,0.25,0.15,-0.1,"Exp1A"
8,0.25,0.2,-0.05,"Exp1A"
8,0.1,0.2,0.1,"Exp1A"
8,0.4,0.35,-0.05,"Exp1A"
8,0.1,0.1,0,"Exp1A"
8,0.4,0.2,-0.2,"Exp1A"
8,0.25,0.15,-0.1,"Exp1A"
8,0.25,0.2,-0.05,"Exp1A"
8,0.4,0.15,-0.25,"Exp1A"
8,0.1,0.2,0.1,"Exp1A"
8,0.1,0.25,0.15,"Exp1A"
8,0.4,0.15,-0.25,"Exp1A"
8,0.25,0.2,-0.05,"Exp1A"
9,0.4,0.3,-0.1,"Exp1A"
9,0.25,0.2,-0.05,"Exp1A"
9,0.1,0.15,0.05,"Exp1A"
9,0.25,0.3,0.05,"Exp1A"
9,0.4,0.55,0.15,"Exp1A"
9,0.1,0.1,0,"Exp1A"
9,0.4,0.4,0,"Exp1A"
9,0.1,0.15,0.05,"Exp1A"
9,0.25,0.2,-0.05,"Exp1A"
9,0.1,0.1,0,"Exp1A"
9,0.4,0.6,0.2,"Exp1A"
9,0.25,0.2,-0.05,"Exp1A"
9,0.25,0.2,-0.05,"Exp1A"
9,0.1,0.05,-0.05,"Exp1A"
9,0.4,0.55,0.15,"Exp1A"
9,0.25,0.2,-0.05,"Exp1A"
9,0.4,0.5,0.1,"Exp1A"
9,0.1,0.05,-0.05,"Exp1A"
702,0.25,0.25,0,"Exp1B"
702,0.55,0.55,0,"Exp1B"
702,0.4,0.3,-0.1,"Exp1B"
704,0.4,0.35,-0.05,"Exp1B"
704,0.55,0.4,-0.15,"Exp1B"
704,0.25,0.3,0.05,"Exp1B"
704,0.4,0.3,-0.1,"Exp1B"
704,0.25,0.25,0,"Exp1B"
704,0.55,0.55,0,"Exp1B"
704,0.4,0.4,0,"Exp1B"
704,0.25,0.2,-0.05,"Exp1B"
704,0.55,0.35,-0.2,"Exp1B"
704,0.25,0.25,0,"Exp1B"
704,0.4,0.35,-0.05,"Exp1B"
704,0.55,0.4,-0.15,"Exp1B"
704,0.4,0.45,0.05,"Exp1B"
704,0.25,0.2,-0.05,"Exp1B"
704,0.55,0.5,-0.05,"Exp1B"
704,0.55,0.45,-0.1,"Exp1B"
704,0.4,0.55,0.15,"Exp1B"
704,0.25,0.3,0.05,"Exp1B"
705,0.25,0.2,-0.05,"Exp1B"
705,0.55,0.55,0,"Exp1B"
705,0.4,0.4,0,"Exp1B"
705,0.25,0.2,-0.05,"Exp1B"
705,0.4,0.45,0.05,"Exp1B"
705,0.55,0.55,0,"Exp1B"
705,0.25,0.3,0.05,"Exp1B"
705,0.4,0.5,0.1,"Exp1B"
705,0.55,0.6,0.0499999999999999,"Exp1B"
705,0.55,0.6,0.0499999999999999,"Exp1B"
705,0.25,0.15,-0.1,"Exp1B"
705,0.4,0.45,0.05,"Exp1B"
705,0.4,0.45,0.05,"Exp1B"
705,0.55,0.55,0,"Exp1B"
705,0.25,0.2,-0.05,"Exp1B"
705,0.25,0.1,-0.15,"Exp1B"
705,0.4,0.45,0.05,"Exp1B"
705,0.55,0.55,0,"Exp1B"
706,0.55,0.75,0.2,"Exp1B"
706,0.25,0.25,0,"Exp1B"
706,0.4,0.55,0.15,"Exp1B"
706,0.4,0.5,0.1,"Exp1B"
706,0.25,0.2,-0.05,"Exp1B"
706,0.55,0.7,0.15,"Exp1B"
706,0.55,0.65,0.1,"Exp1B"
706,0.25,0.2,-0.05,"Exp1B"
706,0.4,0.6,0.2,"Exp1B"
706,0.55,0.65,0.1,"Exp1B"
706,0.25,0.2,-0.05,"Exp1B"
706,0.4,0.45,0.05,"Exp1B"
706,0.55,0.65,0.1,"Exp1B"
706,0.25,0.3,0.05,"Exp1B"
706,0.4,0.5,0.1,"Exp1B"
706,0.4,0.55,0.15,"Exp1B"
706,0.25,0.25,0,"Exp1B"
706,0.55,0.65,0.1,"Exp1B"
707,0.4,0.1,-0.3,"Exp1B"
707,0.55,0.35,-0.2,"Exp1B"
707,0.25,0.25,0,"Exp1B"
707,0.4,0.5,0.1,"Exp1B"
707,0.25,0.2,-0.05,"Exp1B"
707,0.55,0.55,0,"Exp1B"
707,0.55,0.6,0.0499999999999999,"Exp1B"
707,0.4,0.3,-0.1,"Exp1B"
707,0.25,0.2,-0.05,"Exp1B"
707,0.55,0.55,0,"Exp1B"
707,0.4,0.4,0,"Exp1B"
707,0.25,0.2,-0.05,"Exp1B"
707,0.25,0.25,0,"Exp1B"
707,0.55,0.65,0.1,"Exp1B"
707,0.4,0.7,0.3,"Exp1B"
707,0.55,0.65,0.1,"Exp1B"
707,0.4,0.7,0.3,"Exp1B"
707,0.25,0.35,0.1,"Exp1B"
708,0.25,0.25,0,"Exp1B"
708,0.4,0.4,0,"Exp1B"
708,0.55,0.65,0.1,"Exp1B"
708,0.55,0.7,0.15,"Exp1B"
708,0.4,0.35,-0.05,"Exp1B"
708,0.25,0.05,-0.2,"Exp1B"
708,0.4,0.5,0.1,"Exp1B"
708,0.55,0.55,0,"Exp1B"
708,0.25,0.25,0,"Exp1B"
708,0.4,0.5,0.1,"Exp1B"
708,0.55,0.55,0,"Exp1B"
708,0.25,0.25,0,"Exp1B"
708,0.4,0.35,-0.05,"Exp1B"
708,0.25,0.2,-0.05,"Exp1B"
708,0.55,0.4,-0.15,"Exp1B"
708,0.55,0.5,-0.05,"Exp1B"
708,0.4,0.4,0,"Exp1B"
708,0.25,0.15,-0.1,"Exp1B"
709,0.25,0.3,0.05,"Exp1B"
709,0.4,0.45,0.05,"Exp1B"
709,0.55,0.6,0.0499999999999999,"Exp1B"
709,0.55,0.55,0,"Exp1B"
709,0.25,0.65,0.4,"Exp1B"
709,0.4,0.6,0.2,"Exp1B"
709,0.4,0.5,0.1,"Exp1B"
709,0.55,0.65,0.1,"Exp1B"
709,0.25,0.25,0,"Exp1B"
709,0.4,0.55,0.15,"Exp1B"
709,0.25,0.15,-0.1,"Exp1B"
709,0.55,0.55,0,"Exp1B"
709,0.25,0.35,0.1,"Exp1B"
709,0.55,0.55,0,"Exp1B"
709,0.4,0.65,0.25,"Exp1B"
709,0.55,0.55,0,"Exp1B"
709,0.4,0.55,0.15,"Exp1B"
709,0.25,0.15,-0.1,"Exp1B"
710,0.25,0.3,0.05,"Exp1B"
710,0.55,0.65,0.1,"Exp1B"
710,0.4,0.35,-0.05,"Exp1B"
710,0.55,0.5,-0.05,"Exp1B"
710,0.25,0.15,-0.1,"Exp1B"
710,0.4,0.2,-0.2,"Exp1B"
710,0.4,0.35,-0.05,"Exp1B"
710,0.55,0.7,0.15,"Exp1B"
710,0.25,0.3,0.05,"Exp1B"
710,0.4,0.2,-0.2,"Exp1B"
710,0.25,0.2,-0.05,"Exp1B"
710,0.55,0.8,0.25,"Exp1B"
710,0.4,0.5,0.1,"Exp1B"
710,0.25,0.15,-0.1,"Exp1B"
710,0.55,0.85,0.3,"Exp1B"
710,0.4,0.7,0.3,"Exp1B"
710,0.25,0.15,-0.1,"Exp1B"
710,0.55,0.7,0.15,"Exp1B"
711,0.25,0.25,0,"Exp1B"
711,0.4,0.4,0,"Exp1B"
711,0.55,0.6,0.0499999999999999,"Exp1B"
711,0.4,0.25,-0.15,"Exp1B"
711,0.25,0.2,-0.05,"Exp1B"
711,0.55,0.5,-0.05,"Exp1B"
711,0.55,0.5,-0.05,"Exp1B"
711,0.25,0.25,0,"Exp1B"
711,0.4,0.55,0.15,"Exp1B"
711,0.55,0.45,-0.1,"Exp1B"
711,0.25,0.25,0,"Exp1B"
711,0.4,0.45,0.05,"Exp1B"
711,0.55,0.4,-0.15,"Exp1B"
711,0.25,0.25,0,"Exp1B"
711,0.4,0.35,-0.05,"Exp1B"
711,0.55,0.55,0,"Exp1B"
711,0.25,0.25,0,"Exp1B"
711,0.4,0.45,0.05,"Exp1B"
712,0.25,0.2,-0.05,"Exp1B"
712,0.4,0.55,0.15,"Exp1B"
712,0.55,0.5,-0.05,"Exp1B"
712,0.4,0.45,0.05,"Exp1B"
712,0.25,0.2,-0.05,"Exp1B"
712,0.55,0.6,0.0499999999999999,"Exp1B"
712,0.4,0.35,-0.05,"Exp1B"
712,0.25,0.2,-0.05,"Exp1B"
712,0.55,0.4,-0.15,"Exp1B"
712,0.4,0.4,0,"Exp1B"
712,0.55,0.8,0.25,"Exp1B"
712,0.25,0.25,0,"Exp1B"
712,0.55,0.65,0.1,"Exp1B"
712,0.4,0.45,0.05,"Exp1B"
712,0.25,0.15,-0.1,"Exp1B"
712,0.25,0.2,-0.05,"Exp1B"
712,0.55,0.55,0,"Exp1B"
712,0.4,0.5,0.1,"Exp1B"
713,0.25,0.45,0.2,"Exp1B"
713,0.4,0.65,0.25,"Exp1B"
713,0.55,0.7,0.15,"Exp1B"
713,0.55,0.65,0.1,"Exp1B"
713,0.25,0.2,-0.05,"Exp1B"
713,0.4,0.45,0.05,"Exp1B"
713,0.25,0.3,0.05,"Exp1B"
713,0.4,0.45,0.05,"Exp1B"
713,0.55,0.65,0.1,"Exp1B"
713,0.4,0.45,0.05,"Exp1B"
713,0.25,0.2,-0.05,"Exp1B"
713,0.55,0.45,-0.1,"Exp1B"
713,0.55,0.55,0,"Exp1B"
713,0.25,0.15,-0.1,"Exp1B"
713,0.4,0.4,0,"Exp1B"
713,0.25,0.3,0.05,"Exp1B"
713,0.4,0.5,0.1,"Exp1B"
713,0.55,0.45,-0.1,"Exp1B"
714,0.25,0.45,0.2,"Exp1B"
714,0.4,0.4,0,"Exp1B"
714,0.55,0.3,-0.25,"Exp1B"
714,0.4,0.3,-0.1,"Exp1B"
714,0.55,0.45,-0.1,"Exp1B"
714,0.25,0.15,-0.1,"Exp1B"
714,0.25,0.15,-0.1,"Exp1B"
714,0.55,0.5,-0.05,"Exp1B"
714,0.4,0.35,-0.05,"Exp1B"
714,0.4,0.55,0.15,"Exp1B"
714,0.25,0.15,-0.1,"Exp1B"
714,0.55,0.6,0.0499999999999999,"Exp1B"
714,0.25,0.25,0,"Exp1B"
714,0.55,0.4,-0.15,"Exp1B"
714,0.4,0.5,0.1,"Exp1B"
714,0.25,0.2,-0.05,"Exp1B"
714,0.4,0.5,0.1,"Exp1B"
714,0.55,0.5,-0.05,"Exp1B"
715,0.25,0.15,-0.1,"Exp1B"
715,0.4,0.5,0.1,"Exp1B"
715,0.55,0.85,0.3,"Exp1B"
715,0.25,0.25,0,"Exp1B"
715,0.55,0.6,0.0499999999999999,"Exp1B"
715,0.4,0.7,0.3,"Exp1B"
715,0.4,0.6,0.2,"Exp1B"
715,0.25,0.2,-0.05,"Exp1B"
715,0.55,0.85,0.3,"Exp1B"
715,0.25,0.25,0,"Exp1B"
715,0.4,0.5,0.1,"Exp1B"
715,0.55,0.65,0.1,"Exp1B"
715,0.55,0.7,0.15,"Exp1B"
715,0.4,0.45,0.05,"Exp1B"
715,0.25,0.5,0.25,"Exp1B"
715,0.55,0.65,0.1,"Exp1B"
715,0.25,0.55,0.3,"Exp1B"
715,0.4,0.6,0.2,"Exp1B"
716,0.55,0.25,-0.3,"Exp1B"
716,0.4,0.25,-0.15,"Exp1B"
716,0.25,0.2,-0.05,"Exp1B"
716,0.25,0.2,-0.05,"Exp1B"
716,0.55,0.55,0,"Exp1B"
716,0.4,0.5,0.1,"Exp1B"
716,0.55,0.5,-0.05,"Exp1B"
716,0.4,0.35,-0.05,"Exp1B"
716,0.25,0.2,-0.05,"Exp1B"
716,0.25,0.1,-0.15,"Exp1B"
716,0.4,0.35,-0.05,"Exp1B"
716,0.55,0.55,0,"Exp1B"
716,0.25,0.15,-0.1,"Exp1B"
716,0.4,0.45,0.05,"Exp1B"
716,0.55,0.6,0.0499999999999999,"Exp1B"
716,0.25,0.2,-0.05,"Exp1B"
716,0.55,0.5,-0.05,"Exp1B"
716,0.4,0.4,0,"Exp1B"
717,0.55,0.35,-0.2,"Exp1B"
717,0.25,0.2,-0.05,"Exp1B"
717,0.4,0.25,-0.15,"Exp1B"
717,0.4,0.35,-0.05,"Exp1B"
717,0.25,0.2,-0.05,"Exp1B"
717,0.55,0.4,-0.15,"Exp1B"
717,0.25,0.15,-0.1,"Exp1B"
717,0.55,0.35,-0.2,"Exp1B"
717,0.4,0.4,0,"Exp1B"
717,0.4,0.3,-0.1,"Exp1B"
717,0.55,0.35,-0.2,"Exp1B"
717,0.25,0.3,0.05,"Exp1B"
717,0.25,0.2,-0.05,"Exp1B"
717,0.55,0.4,-0.15,"Exp1B"
717,0.4,0.3,-0.1,"Exp1B"
717,0.4,0.4,0,"Exp1B"
717,0.25,0.15,-0.1,"Exp1B"
717,0.55,0.4,-0.15,"Exp1B"
718,0.55,0.2,-0.35,"Exp1B"
718,0.4,0.45,0.05,"Exp1B"
718,0.25,0.3,0.05,"Exp1B"
718,0.4,0.35,-0.05,"Exp1B"
718,0.55,0.65,0.1,"Exp1B"
718,0.25,0.15,-0.1,"Exp1B"
718,0.4,0.45,0.05,"Exp1B"
718,0.25,0.25,0,"Exp1B"
718,0.55,0.45,-0.1,"Exp1B"
718,0.4,0.3,-0.1,"Exp1B"
718,0.25,0.2,-0.05,"Exp1B"
718,0.55,0.55,0,"Exp1B"
718,0.4,0.45,0.05,"Exp1B"
718,0.55,0.5,-0.05,"Exp1B"
718,0.25,0.25,0,"Exp1B"
718,0.4,0.25,-0.15,"Exp1B"
